text,date,game
got determined which was nice you know I,10/27/2018,11
didn't think we came out and and didn't,10/27/2018,11
play I thought we were playing just fine,10/27/2018,11
everything was going good the game was,10/27/2018,11
going good two good teams playing and,10/27/2018,11
they scored on the power play so I don't,10/27/2018,11
know I don't spend a lot of time,10/27/2018,11
thinking about that,10/27/2018,11
I said I just thought of septums of,10/29/2018,12
built Peters coach performance that they,10/29/2018,12
saw tonight saw a lot of it when he was,10/29/2018,12
in Carolina,10/29/2018,12
did you see more of that here tonight,10/29/2018,12
yeah I mean I I just thought they were,10/29/2018,12
prepared I thought they skated I thought,10/29/2018,12
they worked I thought they'd sailed,10/29/2018,12
under zone meters up the ice and the,10/29/2018,12
first period you know we turned a puck,10/29/2018,12
over it's it's the game's frustrating,10/29/2018,12
when the other team works harder than,10/29/2018,12
you,10/29/2018,12
that's why that's why we watch them,10/29/2018,12
right you know so but I didn't think I,10/29/2018,12
didn't think our top group had a good,10/29/2018,12
night though you know what I mean so,10/29/2018,12
you're talking about a different group,10/29/2018,12
to me our top group playing against,10/29/2018,12
their top groups weren't weren't good,10/29/2018,12
enough so when you look at the whole,10/29/2018,12
group obviously we weren't good enough,10/29/2018,12
and so we'll get an opportunity to ask,10/29/2018,12
yourself why and and get it straight,10/29/2018,12
note so we can be better,10/29/2018,12
well I thought it was I thought it was,11/1/2018,13
pretty good hockey game I thought her,11/1/2018,13
team was engaged but we worked hard I,11/1/2018,13
thought was started good you know in the,11/1/2018,13
end you got a score right and I thought,11/1/2018,13
we had good tips and opportunities on,11/1/2018,13
her power play early they got a tip and,11/1/2018,13
they scored mmm my god we had a real,11/1/2018,13
good push in the third know what I liked,11/1/2018,13
the bonus is we didn't lose our focus we,11/1/2018,13
didn't start running around the rink we,11/1/2018,13
kind of stayed with it I don't think,11/1/2018,13
they give up very much until the end and,11/1/2018,13
I don't think we gave up very much knee,11/1/2018,13
under gotta find a way to win the game,11/1/2018,13
so I didn't know that but you know in,11/1/2018,13
saying that I like I think we played pit,11/1/2018,13
in one of those games and I thought it,11/1/2018,13
was a game we had tons of chances didn't,11/1/2018,13
score we played Winnipeg in one of those,11/1/2018,13
games I thought it was a heck of a game,11/1/2018,13
when we started good in the first so I,11/1/2018,13
don't I can't count back all the games,11/1/2018,13
in my head I know in Calgary we didn't,11/1/2018,13
deserve to score but I mean it is what,11/1/2018,13
it is a little adversity for our group,11/1/2018,13
dig in that's it and then you go through,11/1/2018,13
it our times every year just dig in and,11/1/2018,13
find a way to win games that's it I,11/1/2018,13
thought a power play was dangerous I,11/1/2018,13
thought we had a lot of looks but we,11/1/2018,13
didn't shoot it in the empty net you,11/1/2018,13
know we had it when you think about it,11/1/2018,13
we held on michey stick and we had a,11/1/2018,13
lone John versus stick a number of time,11/1/2018,13
with real good looks and didn't go in,11/1/2018,13
the net no you know I don't know if I'm,11/1/2018,13
picking the guys that's who I want on we,11/1/2018,13
had those guys on a two-on-one and they,11/1/2018,13
lost the puck like I'll take those guys,11/1/2018,13
all day long in those situations in over,11/1/2018,13
a period of time it'll go in,11/1/2018,13
yeah I thought that der me had a good,11/1/2018,13
game he looked kind of like he was back,11/1/2018,13
to last year I thought Hall started good,11/1/2018,13
you know we had the one tough shift,11/1/2018,13
there and the ice and the gold games but,11/1/2018,13
you know good for him he got into play,11/1/2018,13
talking with the players about the,11/3/2018,14
cliche of 60 minutes of hockey but was,11/3/2018,14
that as close to 60 as your clubs been,11/3/2018,14
able to play what was a good game for us,11/3/2018,14
to make we started good and you know,11/3/2018,14
Tavares is lying and I was lying we're,11/3/2018,14
both dominant and played very well we,11/3/2018,14
were able to score first which is,11/3/2018,14
important we haven't done it enough this,11/3/2018,14
year instead so you're not chasing the,11/3/2018,14
game and then I thought everyone,11/3/2018,14
contributed so his big game 40 well I,11/3/2018,14
mean it hasn't been as effective as like,11/3/2018,14
the V we we haven't been able to clear,11/3/2018,14
the puck very good this year we've been,11/3/2018,14
scored on so many times when we failed,11/3/2018,14
to clear and and we were able to do a,11/3/2018,14
good job tonight my DJ does a real good,11/3/2018,14
job with it it hasn't chosen in the,11/3/2018,14
results so far this year and you want to,11/3/2018,14
be a top penalty killing team we've got,11/3/2018,14
good people so yeah that'll run the self,11/3/2018,14
machine well I mean Mitch's good player,11/3/2018,14
for us I thought that line was really,11/3/2018,14
really good tonight which was a good,11/3/2018,14
player but you know with her without the,11/3/2018,14
puck the best he plays I say this all,11/3/2018,14
the time is when he's really good,11/3/2018,14
defensively than he has the puck all the,11/3/2018,14
time and he was tonight well I mean,11/3/2018,14
should had a couple I don't worry too,11/3/2018,14
much but he does good things every game,11/3/2018,14
the one thing about Zack he's he's not,11/3/2018,14
like a lot of people is his confidence,11/3/2018,14
doesn't come and go he just does the,11/3/2018,14
right thing every day and and it's not,11/3/2018,14
really affected by the results and so,11/3/2018,14
but it's good for any player no one,11/3/2018,14
likes to go wrong though it's going so,11/3/2018,14
good for him yeah for sure and saying,11/3/2018,14
that though we did last game too you,11/3/2018,14
know in the end last game when you look,11/3/2018,14
at it we should have found a way to win,11/3/2018,14
that game we had lots of opportunity and,11/3/2018,14
should have won but we didn't but,11/3/2018,14
sometimes when games you shouldn't so,11/3/2018,14
just do good things good things happen,11/3/2018,14
Morgan's having great offensive numbers,11/3/2018,14
of course you,11/3/2018,14
while that Morgan was really good,11/3/2018,14
defensively today sometimes you know,11/3/2018,14
he's always good old ffensive LY but,11/3/2018,14
sometimes not quite as good today was,11/3/2018,14
really good defensively and really,11/3/2018,14
committed and dal then there's no one,11/3/2018,14
who likes being a leaf more on our team,11/3/2018,14
than than Morgan and he provides,11/3/2018,14
leadership that way he's got,11/3/2018,14
unbelievable enthusiasm every day and no,11/3/2018,14
zest for life and he shares that with,11/3/2018,14
the guys and he you need energy people,11/3/2018,14
he's one of those good especially,11/3/2018,14
against the office they have yeah I,11/3/2018,14
thought our team did a real good job for,11/3/2018,14
him and yet when he was called upon,11/3/2018,14
eating nice job you know good for him I,11/3/2018,14
thought he played well there there Nitin,11/3/2018,14
but their goalie was good and so it's,11/3/2018,14
nice to be rewarded when you click it,11/3/2018,14
yeah I don't know the answer let what I,11/3/2018,14
would tell you is that you know,11/3/2018,14
obviously we lost a couple and we,11/3/2018,14
thought we were going in the right,11/3/2018,14
direction last game didn't get rewarded,11/3/2018,14
and just stuck with it and we're,11/3/2018,14
determined tonight and in the end phone,11/3/2018,14
away to win again yeah I mean I'm happy,11/3/2018,14
with what I'm seeing from our team most,11/3/2018,14
nights and be honest with you we've had,11/3/2018,14
a couple nights that haven't gone as,11/3/2018,14
good you know what I like to do is just,11/3/2018,14
kind of be steady on the rudders yeah,11/3/2018,14
the seasons always has these little ebbs,11/3/2018,14
and flows and you enjoy it when it's,11/3/2018,14
going good and you enjoy the duress when,11/3/2018,14
it's not how's that,11/3/2018,14
ability in that secondary to keep its,11/6/2018,15
head above water your goaltending key to,11/6/2018,15
tonight's victory perhaps well I thought,11/6/2018,15
we started real good the first 10,11/6/2018,15
minutes and then I thought we got,11/6/2018,15
fooling around with a puck and then they,11/6/2018,15
showed us how fast they were and I,11/6/2018,15
thought they really dominated the second,11/6/2018,15
period we were lucky to get on the,11/6/2018,15
second I didn't mind her third you know,11/6/2018,15
in the end when you look at this game,11/6/2018,15
kind of like when Pittsburgh left here,11/6/2018,15
with the points or her Dallas left here,11/6/2018,15
with the points you thought you'd had,11/6/2018,15
done enough to win and you didn't so,11/6/2018,15
tonight's she was on the other foot and,11/6/2018,15
we'll take her and maybe we can loosen,11/6/2018,15
up at home a little bit and play that,11/6/2018,15
line was our best line at the start of,11/6/2018,15
the game I thought it was our quickest,11/6/2018,15
our most effective line we were playing,11/6/2018,15
good we're making plays and then,11/6/2018,15
suddenly in the second note we never,11/6/2018,15
